album;song_title;section;lyric_bait;meaning_bait;source
Scorpion;Jaded;Verse 2: Drake & Ty Dolla $ign;"Ayy, told me about all your insecurities, for what?
Dragged me like two hours to your family's house, for what?
Said you need some time but I should stick around, for what?
Always felt like stickin' 'round's the same as being stuck
And like guns with the ink in, you're gettin' under my skin
Pretty little young thing (Young thing)
Had a nigga convinced, got me too excited
Yeah, you played me, you played me, you played me
Lowdown, dirty, shameful, crazy
I need to know how the new nigga you got does the same thing
I do for a living but is way less wavy
How you even managin' to keep straight faces
In all the pictures that I seen lately
Lord knows you still look amazin'
That's besides the point I'm makin'
You're way too opinionated to have to force it, to have to fake it
You had potential, I coulda shaped it
You went and caved in (Ooh yeah)
We coulda waited, I wasn't rushin', difference in ages
You're old enough, but you're still a baby
You've shared stories where you did amazin'
Things to be loyal, things to be patient
That was before me, I musta changed it
Shifted your focus, lens lookin' jaded (Jaded)";"Lirik dimulai dengan ""Ayy, told me about all your insecurities, for what?"". Baris ini mengungkapkan rasa frustrasi Drake karena ia telah mendengarkan pengakuan-pengakuan personal dan rahasia pasangannya. Kata ""for what?"" (untuk apa?) yang diulang-ulang di setiap baris adalah inti dari emosi yang ingin disampaikan. Ini menunjukkan bahwa Drake merasa pengakuan-pengakuan tersebut, meskipun intim, tidak menghasilkan apa-apa. Ia merasa pasangannya hanya memanfaatkan emosinya, dan keintiman yang ia berikan tidak dihargai atau diimbangi.

Pada lirik berikutnya, ""Dragged me like two hours to your family's house, for what?"", Drake merujuk pada sebuah momen penting dalam hubungan: pertemuan dengan keluarga. Dalam budaya manapun, ini adalah sebuah langkah besar yang menunjukkan keseriusan dan komitmen. Namun, ia menyimpulkan momen itu juga sia-sia, diakhiri dengan pertanyaan retoris yang sama: ""for what?"". Ini menunjukkan bahwa terlepas dari semua upaya yang ia lakukan — baik secara emosional maupun sosial — hubungan tersebut pada akhirnya tidak bertahan, membuatnya merasa semua itu hanya buang-buang waktu dan energi.

Puncaknya, lirik ""Said you need some time but I should stick around, for what?"" mengungkapkan kebingungan dan kelelahan Drake. Frasa ini menggambarkan sebuah situasi di mana pasangannya meminta ruang, tetapi juga memberikan harapan palsu dengan menyuruhnya untuk tetap tinggal. Pertanyaan ""for what?"" di sini tidak lagi sekadar retoris, tetapi menyiratkan kebingungan yang tulus dan rasa lelah yang ekstrem. Ia mempertanyakan alasan mengapa ia harus tetap setia dan menunggu, jika pada akhirnya ia merasa pasangannya tidak menghargai pengorbanannya.";genius.com
Scorpion;Jaded;Chorus: Drake & Ty Dolla $ign;"Most of these things I don't wanna say
I wanna be around while you chasin' (While you chasin' it)
You wanna hit me up when you make it
You'll try and come back when you famous
(Back around, back around, dangerous, oh, ooh yeah)
Dogs on this side, dogs over on this side
You wanna get with me, stop (Flakin')";Bait ini menunjukkan perasaan kecewa dan frustrasi Drake terhadap seseorang yang hanya menghubunginya ketika mereka telah sukses atau terkenal, sementara Drake merasa bahwa hubungan tersebut tidak tulus atau konsisten. Dia juga merasa bahwa orang tersebut tidak serius dalam komitmennya dan hanya 'bermain-main' setelah mencapai tujuannya.;genius.com
Scorpion;Nice For What;Intro: Big Freedia;"I wanna know who mothafuckin' representin' in here tonight
Hold on, hold on";Bait ini menunjukkan Drake yang ingin mengetahui siapa yang mendukungnya atau hadir untuk merayakan bersama dalam acara atau situasi tertentu, memperlihatkan energi yang penuh semangat dan keterlibatan dari audiensnya.;genius.com
Scorpion;Nice For What;Pre-Chorus: Lauryn Hill;"I keep lettin' you back in (You back in)
How can I explain myself?";Bait ini menggambarkan perasaan kebingungan atau kesulitan dalam menjelaskan alasan untuk terus menerima seseorang kembali ke dalam hidupnya meskipun ada konflik atau masalah sebelumnya, menandakan keraguan dalam hubungan.;genius.com
Scorpion;Nice For What;Chorus: Lauryn Hill & Drake;"Care for me, care for me, you said you'd care for me
There for me, there for me, said you'd be there for me
(Lil Weezyana shit)
Cry for me, cry for me, you said you'd die for me
(Murda on the beat)
Give to me, give to me, why won't you live for me?
Care for me, care for me, I know you care for me
(A song for y'all to cut up to, you know?)
There for me, there for me, said you'd be there for me (Yeah)
Cry for me, cry for me, you said you'd die for me
Give to me, give to me, why won't you live for me?";"Bait ini menggambarkan kekecewaan atas janji-janji emosional yang tidak ditepati dalam sebuah hubungan; seseorang berkata akan peduli, hadir, bahkan rela mati demi cinta, tetapi nyatanya tidak mau benar-benar menjalani komitmen bersama.";genius.com
Scorpion;Nice For What;Verse 1: Drake;"Everybody get your mothafuckin' roll on
I know shorty and she doesn't want no slow song
Had a man last year, life goes on
Haven't let that thing loose, girl, in so long
You've been inside, know you like to lay low
I've been peepin' what you bringin' to the table
Workin' hard, girl, everything paid for
First-last, phone bill, car note, cable
With your phone out, gotta hit them angles
With your phone out, snappin' like you Fabo
And you showin' off, but it's alright
And you showin' off, but it's alright (Alright!)
It's a short life, yeah";"Bait ini merayakan kemandirian dan kekuatan perempuan yang bekerja keras, mandiri secara finansial, dan menikmati hidup setelah keluar dari hubungan sebelumnya; Drake menyoroti bagaimana mereka berhak menunjukkan diri dan bersenang-senang karena hidup ini singkat.";genius.com
Scorpion;Nice For What;Chorus: Lauryn Hill;"Care for me, care for me, you said you'd care for me
There for me, there for me, said you'd be there for me
Cry for me, cry for me, you said you'd die for me
Give to me, give to me, why won't you live for me?";"Lirik ""Care for me, care for me, you said you'd care for me / There for me, there for me, said you'd be there for me"" adalah inti dari pesan emosional Drake dalam lagu ini. Lirik ini mengusung tema utama tentang kekecewaan, pengkhianatan emosional, dan janji palsu dalam sebuah hubungan. Drake menggunakan pengulangan untuk menekankan rasa frustrasi dan kepedihan yang mendalam.

Secara spesifik, pengulangan frasa ""Care for me, you said you'd care for me"" dan ""There for me, said you'd be there for me"" bukanlah sekadar penekanan, melainkan sebuah gema ironis dari janji yang tidak ditepati. Ini mencerminkan kerinduan akan kasih sayang dan dukungan yang dijanjikan, namun tidak pernah terwujud. Pengulangan ini menciptakan rasa putus asa dan kekosongan, seolah-olah Drake mengulang kembali janji-janji tersebut kepada dirinya sendiri atau kepada orang yang tidak memenuhinya.

Dalam konteks emosional, lirik ini menyampaikan suasana kerentanan, kekecewaan, dan bahkan kemarahan yang tenang. Ada nada pasrah namun juga tersirat sindiran. Drake menggunakan lirik ini untuk membandingkan ekspektasi dengan realitas, menyoroti jurang antara apa yang dikatakan dan apa yang sebenarnya dilakukan oleh pasangannya. Ini menunjukkan bahwa meskipun pasangannya terlihat baik atau melakukan hal-hal yang ""nice,"" pada akhirnya dukungan emosional yang substansial tidak pernah ada. Lirik ini menjadi pengingat yang menyakitkan akan janji-janji kosong dan ketidaksetiaan emosional, yang merupakan tema sentral dalam banyak lagu Drake.";genius.com
Scorpion;Nice For What;Refrain: Drake;"That's a real one in your reflection
Without a follow, without a mention
You really pipin' up on these niggas
You gotta be nice for what to these niggas?";Bait ini memuji perempuan yang kuat dan mandiri, yang tidak bergantung pada validasi media sosial atau perhatian pria, serta menekankan bahwa ia tidak perlu bersikap baik hanya untuk menyenangkan laki-laki.;genius.com
Scorpion;Nice For What;Verse 2: Drake;"I understand, you got a hunnid bands
You got a baby Benz, you got some bad friends
High school pics, you was even bad then
You ain't stressin' off no lover in the past tense
You already had them
Work at 8 A.M., finish 'round five
Hoes talk down, you don't see 'em outside
Yeah, they don't really be the same offline
You know dark days, you know hard times
Doin' overtime for the last month
Saturday, call the girls, get 'em gassed up
Gotta hit the club, gotta make that ass jump
Gotta hit the club like you hit them mothafuckin' angles
With your phone out, snappin' like you Fabo
And you showin' off, but it's alright
And you showin' off, but it's alright (Alright!)
It's a short life";Bait ini menggambarkan sosok perempuan mandiri yang sukses secara finansial, telah melewati masa sulit, dan kini menikmati hidup serta kebebasannya tanpa memedulikan pandangan negatif orang lain, terutama dari masa lalunya.;genius.com
Scorpion;Nice For What;Bridge: Big Freedia & Letitia Wright;"Uh-huh! (Oh yeah!)
These hoes! (They mad!)
Your boy! (I had!)
I made! (Watch the breakdown)";Bait ini merupakan semacam interjeksi atau ekspresi kemenangan dan sindiran, menunjukkan bahwa Drake sadar akan kecemburuan dan kemarahan orang lain terhadap kesuksesannya dan pengaruhnya, terutama di tengah perayaan perempuan mandiri dalam lagu ini.;genius.com
Scorpion;Nice For What;Chorus: Lauryn Hill;"Care for me, care for me, you said you'd care for me
There for me, there for me, said you'd be there for me
Cry for me, cry for me, you said you'd die for me
Give to me, give to me, why won't you live for me?";Bait ini mengekspresikan kekecewaan terhadap janji-janji emosional dalam sebuah hubungan yang tidak ditepati, menunjukkan bahwa seseorang merasa dikhianati setelah memberikan segalanya dan berharap pada komitmen yang tulus.;genius.com
Scorpion;Nice For What;Breakdown: Drake;"Gotta make that jump, gotta make that, gotta, gotta make that
Gotta make that jump, gotta make that, gotta, gotta make that
Gotta, gotta, gotta g-g-gotta, g-g-gotta, gotta
Gotta, g-g-gotta, gotta, gotta make that jump, jump (Let's go)
Bend it over, lift it up, bend it over, lift it up
Make that jump, jump
Bend it over, lift it up, bend it over, lift it up
Make that jump, jump
Bend it over, over, over, over, over, lift it up
Make that jump, jump
Bend it over, lift it up (Make that jump, jump)
Bend it over, lift it up (Make that jump, jump)";Bait ini menggambarkan suasana pesta dan selebrasi, dengan ajakan kepada perempuan untuk mengekspresikan kebebasan dan kepercayaan diri mereka di lantai dansa melalui gerakan yang berani dan enerjik.;genius.com
Scorpion;Nice For What;Refrain: Drake;"That's a real one in your reflection
Without a follow, without a mention
You really pipin' up on these niggas
You gotta be nice for what to these niggas?
I understand";Drake memuji perempuan mandiri yang tetap bersinar dan berkembang tanpa membutuhkan validasi dari media sosial atau laki-laki, dan mempertanyakan kenapa mereka harus bersikap baik kepada pria yang tidak pantas mendapatkannya.;genius.com
Scorpion;Nice For What;Chorus: Lauryn Hill;"Care for me, care for me, you said you'd care for me
There for me, there for me, said you'd be there for me
Give to me, give to me, why won't you live for me?
Cry for me, cry for me, you said you'd cry for me";Bait ini menggambarkan kekecewaan terhadap janji-janji cinta yang tidak ditepati—seseorang yang mengaku akan peduli, hadir, dan berkorban, namun nyatanya tidak menjalankan komitmen tersebut;genius.com
Scorpion;Nice For What;Outro: Drake & Lauryn Hill;"Gotta hit the club like you hit them, hit them, hit them angles
It's a short life, yeah
Cry for me, cry for me, you said you'd die for me
Give to me, give to me, why won't you live for me?";Bait ini menyiratkan bahwa meskipun seseorang berjanji untuk berkorban dan berkomitmen, tindakan mereka tidak mencerminkan kata-kata tersebut. Ada juga elemen kehidupan yang singkat, yang mendorong untuk lebih hidup sepenuhnya dan menghindari penyesalan.;genius.com
Scorpion;Finesse;Intro;"Yeah, turn everything up
Yeah, oh yeah
Turn everything up a little more";Bait ini menggambarkan suasana semangat tinggi, dengan seruan untuk meningkatkan intensitas, yang mungkin menggambarkan momen pesta atau saat di mana Drake ingin suasana menjadi lebih meriah dan penuh energi.;genius.com
